distribution_key,line_condition,samp_perc,psnr_db_weighted,ssim_weighted,pixel_mae_weighted,psnr_db_original,ssim_original,pixel_mae_original,_merge,psnr_db_weighted_minus_original,ssim_weighted_minus_original,pixel_mae_weighted_minus_original
k1_daytime_beach,cfg7p5,0.005,,,,23.195699690916168,0.9422827306170355,0.04606693759560585,right_only,,,
k1_daytime_beach,cfg7p5,0.01,,,,25.921173982780367,0.9703120824743978,0.03182473480701446,right_only,,,
k1_daytime_beach,unconditioned,0.00125,19.471236576611894,0.8659560694635013,0.07328465084234874,21.964052528468606,0.9237291799054009,0.05139545723795891,both,-2.492815951856713,-0.05777311044189959,0.02188919360438983
k1_daytime_beach,unconditioned,0.0025,,,,24.571559673884213,0.9562576807218501,0.03885549604892731,right_only,,,
k1_daytime_beach,unconditioned,0.005,,,,27.273898524322952,0.9783093067239156,0.027279745042324065,right_only,,,
k1_daytime_beach,unconditioned,0.01,19.51398466223234,0.8856676924992029,0.0832379013299942,28.201429591669854,0.9827402497585043,0.02403593249619007,both,-8.687444929437515,-0.09707255725930142,0.05920196883380413
k2_sunset_beach,cfg1,0.00125,,,,22.560119037632717,0.9355665817219831,0.048741480335593224,right_only,,,
k2_sunset_beach,cfg1,0.0025,,,,26.798687258479568,0.9760724358266624,0.029508374631404877,right_only,,,
k2_sunset_beach,cfg1,0.005,,,,27.448452772637197,0.9793015848717983,0.027127397246658802,right_only,,,
k2_sunset_beach,cfg1,0.01,,,,29.177056239840212,0.9862972604999831,0.02159898728132248,right_only,,,
k2_sunset_beach,cfg3,0.00125,,,,21.420637591690785,0.9136784402599419,0.05585298500955105,right_only,,,
k2_sunset_beach,cfg3,0.0025,,,,26.16385514680183,0.972352138637647,0.031347463838756084,right_only,,,
k2_sunset_beach,cfg3,0.005,,,,27.989689884616805,0.9819251650112104,0.025049771182239056,right_only,,,
k2_sunset_beach,cfg3,0.01,,,,27.664885313580534,0.9789479176865625,0.0280171949416399,right_only,,,
k2_sunset_beach,cfg5,0.00125,,,,22.374518706163858,0.9305722285555423,0.044166555628180504,right_only,,,
k2_sunset_beach,cfg5,0.0025,,,,25.534578506200198,0.9679168347730598,0.03302128426730633,right_only,,,
k2_sunset_beach,cfg5,0.005,,,,25.290363905343206,0.9656628960414049,0.035425541922450066,right_only,,,
k2_sunset_beach,cfg5,0.01,,,,28.38957150838432,0.9834902706556965,0.02343236841261387,right_only,,,
k2_sunset_beach,cfg7p5,0.00125,,,,22.345284205401242,0.9267634826111859,0.047010836005210874,right_only,,,
k2_sunset_beach,cfg7p5,0.0025,,,,24.322475560053768,0.9568280485383541,0.03986193239688873,right_only,,,
k2_sunset_beach,cfg7p5,0.005,,,,24.241144398934367,0.9534821128261213,0.040575424954295156,right_only,,,
k2_sunset_beach,cfg7p5,0.01,,,,26.289746211240328,0.971773561160669,0.030750028789043427,right_only,,,
