sampling_method,sampling_condition,reconstruction_condition,samp_perc,psnr_db_weighted,ssim_weighted,pixel_mae_weighted,grain_weighted,runtime_sec_weighted,psnr_db_original,ssim_original,pixel_mae_original,grain_original,runtime_sec_original,_merge,psnr_db_weighted_minus_original,ssim_weighted_minus_original,pixel_mae_weighted_minus_original,grain_weighted_minus_original,runtime_sec_weighted_minus_original
cs,k4_cat,cat,0.01,15.023907966499428,0.7810358471875728,0.14822508841753007,0.0035196791868656874,4141.568742799759,26.40432556469032,0.9729951968382213,0.02984542027115822,0.003099440084770322,5881.425041818618,both,-11.380417598190894,-0.19195934965064854,0.11837966814637185,0.00042023910209536535,-1739.8562990188593
cs,k4_cat,daytime_beach,0.00125,,,,,,20.390417902923,0.8898023712451094,0.06241494342684746,0.0017228393349796533,3397.894197034836,right_only,,,,,
cs,k4_cat,daytime_beach,0.0025,,,,,,21.935546738894498,0.9228129593716654,0.04963244721293449,0.0019079993478953838,4202.209370756149,right_only,,,,,
cs,k4_cat,daytime_beach,0.005,,,,,,23.160304305247724,0.9418489639385239,0.0437503956258297,0.0025156652787700295,3806.8867753982545,right_only,,,,,
cs,k4_cat,daytime_beach,0.01,17.801249521964838,0.8566739838294366,0.10046520233154296,0.0058304047212004665,4537.728657341004,24.30400654022096,0.9563713100179478,0.036382009461522105,0.0036299976985901595,5783.026177310943,both,-6.502757018256123,-0.09969732618851124,0.06408319287002086,0.002200407022610307,-1245.2975199699395
cs,k4_cat,sunset_beach,0.00125,,,,,,20.752896796139392,0.9010392049379412,0.058414336293935776,0.0015511562349274754,4097.60728855133,right_only,,,,,
cs,k4_cat,sunset_beach,0.0025,,,,,,21.788722030296174,0.9205333296890551,0.05140815079212189,0.001768597261980176,3696.287401151657,right_only,,,,,
cs,k4_cat,sunset_beach,0.005,,,,,,22.968194869767824,0.9386875206739692,0.0439373254776001,0.0023469388950616123,3683.8940692424776,right_only,,,,,
cs,k4_cat,sunset_beach,0.01,17.63150738407247,0.8450130754878563,0.1037010282278061,0.0052450490184128284,4199.144047451019,25.706052621130233,0.9690021615371756,0.03293743468821049,0.0030350555200129746,3819.2975476264955,both,-8.074545237057762,-0.12398908604931924,0.0707635935395956,0.002209993498399854,379.84649982452356
cs,k4_cat,unprompted,0.00125,19.438388243725484,0.8623779679094097,0.07237060815095901,0.005440569575875997,13428.003558444976,21.5931124338229,0.9152889531523118,0.053550495952367785,0.00299442820250988,7811.294380521775,both,-2.154724190097415,-0.052910985242902164,0.018820112198591227,0.0024461413733661173,5616.709177923201
cs,k4_cat,unprompted,0.0025,19.958241756539216,0.8800331531834074,0.06957004219293594,0.007480944227427244,14129.335604190826,22.943056157157066,0.9372485803904468,0.04571547508239746,0.003813465312123299,8537.719574737548,both,-2.98481440061785,-0.057215427207039427,0.02385456711053848,0.0036674789153039455,5591.616029453278
cs,k4_cat,unprompted,0.005,20.94813088512822,0.9074240253758483,0.0628097839653492,0.00854116833458344,14186.69276301066,26.015146323761957,0.9707976851069298,0.03125354200601578,0.004387065954506397,13525.987228918075,both,-5.067015438633739,-0.06337365973108144,0.03155624195933342,0.004154102380077043,660.7055340925854
cs,k4_cat,unprompted,0.01,17.302559748813216,0.8545292286866216,0.11507594734430313,0.006671755667775869,10292.248775720596,27.74184958882102,0.9808129755569437,0.025429683178663252,0.0047578103840351105,13517.650159311295,both,-10.439289840007802,-0.12628374687032207,0.08964626416563987,0.0019139452837407585,-3225.401383590699
inverse_square,inverse_square,sunset_beach,0.00125,18.775478632889072,0.8455537145451771,0.07680002599954605,0.0031399683095514773,4194.430385446549,,,,,,left_only,,,,,
inverse_square,inverse_square,sunset_beach,0.0025,22.058116154421604,0.9258572469116115,0.04959717020392418,0.005034793633967638,14118.418684005737,,,,,,left_only,,,,,
mcs,mcs,cat,0.00125,13.163528384827318,0.406445049288895,0.15192341059446335,0.0030829033348709345,1670.3057624101639,,,,,,left_only,,,,,
mcs,mcs,cat,0.01,12.260123191219666,0.36477317742607734,0.1906576007604599,0.0034810667857527733,2653.281234741211,,,,,,left_only,,,,,
mcs,mcs,daytime_beach,0.00125,13.151498302538062,0.41478484671150173,0.17017145156860353,0.0030203399015590548,3910.425747060776,,,,,,left_only,,,,,
mcs,mcs,daytime_beach,0.0025,13.064399804465584,0.44277080393355267,0.17957308888435364,0.0035687044728547335,6131.747648715973,,,,,,left_only,,,,,
mcs,mcs,daytime_beach,0.01,13.357414061040595,0.45008418520231697,0.1678328722715378,0.004504456836730242,5758.6123129367825,,,,,,left_only,,,,,
mcs,mcs,sunset_beach,0.00125,14.320744552947975,0.5035023694309648,0.1442736878991127,0.002953989990055561,1914.7188668251038,,,,,,left_only,,,,,
mcs,mcs,sunset_beach,0.0025,13.554622869317337,0.4444964734459429,0.16401420086622237,0.003396475547924638,3970.1504426956176,,,,,,left_only,,,,,
mcs,mcs,sunset_beach,0.005,14.13019351352914,0.4714690214515489,0.14503543972969055,0.003364348062314093,5475.506877851486,,,,,,left_only,,,,,
mcs,mcs,unprompted,0.00125,14.164421736123668,0.4628054830540767,0.15353821218013763,0.0034295879304409027,2619.7012906074524,,,,,,left_only,,,,,
