sampling_condition,sampling_method,sampling_rank,reconstruction_condition,samp_perc,repeat_id,observed,expected,left,complete
inverse_square,inverse_square,5,cat,0.00125,3,0,1,1,False
inverse_square,inverse_square,5,cat,0.00125,4,0,1,1,False
inverse_square,inverse_square,5,cat,0.0025,0,0,1,1,False
inverse_square,inverse_square,5,cat,0.0025,1,0,1,1,False
inverse_square,inverse_square,5,cat,0.0025,2,0,1,1,False
inverse_square,inverse_square,5,cat,0.0025,3,0,1,1,False
inverse_square,inverse_square,5,cat,0.0025,4,0,1,1,False
inverse_square,inverse_square,5,cat,0.005,0,0,1,1,False
inverse_square,inverse_square,5,cat,0.005,1,0,1,1,False
inverse_square,inverse_square,5,cat,0.005,2,0,1,1,False
inverse_square,inverse_square,5,cat,0.005,3,0,1,1,False
inverse_square,inverse_square,5,cat,0.005,4,0,1,1,False
inverse_square,inverse_square,5,cat,0.01,0,0,1,1,False
inverse_square,inverse_square,5,cat,0.01,1,0,1,1,False
inverse_square,inverse_square,5,cat,0.01,2,0,1,1,False
inverse_square,inverse_square,5,cat,0.01,3,0,1,1,False
inverse_square,inverse_square,5,cat,0.01,4,0,1,1,False
inverse_square,inverse_square,5,cat,0.025,0,0,1,1,False
inverse_square,inverse_square,5,cat,0.025,1,0,1,1,False
inverse_square,inverse_square,5,cat,0.025,2,0,1,1,False
inverse_square,inverse_square,5,cat,0.025,3,0,1,1,False
inverse_square,inverse_square,5,cat,0.025,4,0,1,1,False
vdhh,vdhh,6,unprompted,0.00125,0,0,1,1,False
vdhh,vdhh,6,unprompted,0.00125,1,0,1,1,False
vdhh,vdhh,6,unprompted,0.00125,2,0,1,1,False
vdhh,vdhh,6,unprompted,0.00125,3,0,1,1,False
vdhh,vdhh,6,unprompted,0.00125,4,0,1,1,False
vdhh,vdhh,6,unprompted,0.0025,0,0,1,1,False
vdhh,vdhh,6,unprompted,0.0025,1,0,1,1,False
vdhh,vdhh,6,unprompted,0.0025,2,0,1,1,False
vdhh,vdhh,6,unprompted,0.0025,3,0,1,1,False
vdhh,vdhh,6,unprompted,0.0025,4,0,1,1,False
vdhh,vdhh,6,unprompted,0.005,0,0,1,1,False
vdhh,vdhh,6,unprompted,0.005,1,0,1,1,False
vdhh,vdhh,6,unprompted,0.005,2,0,1,1,False
vdhh,vdhh,6,unprompted,0.005,3,0,1,1,False
vdhh,vdhh,6,unprompted,0.005,4,0,1,1,False
vdhh,vdhh,6,unprompted,0.01,0,0,1,1,False
vdhh,vdhh,6,unprompted,0.01,1,0,1,1,False
vdhh,vdhh,6,unprompted,0.01,2,0,1,1,False
vdhh,vdhh,6,unprompted,0.01,3,0,1,1,False
vdhh,vdhh,6,unprompted,0.01,4,0,1,1,False
vdhh,vdhh,6,unprompted,0.025,0,0,1,1,False
vdhh,vdhh,6,unprompted,0.025,1,0,1,1,False
vdhh,vdhh,6,unprompted,0.025,2,0,1,1,False
vdhh,vdhh,6,unprompted,0.025,3,0,1,1,False
vdhh,vdhh,6,unprompted,0.025,4,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.00125,0,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.00125,1,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.00125,2,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.00125,3,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.00125,4,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.0025,0,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.0025,1,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.0025,2,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.0025,3,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.0025,4,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.005,0,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.005,1,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.005,2,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.005,3,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.005,4,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.01,0,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.01,1,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.01,2,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.01,3,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.01,4,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.025,0,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.025,1,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.025,2,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.025,3,0,1,1,False
vdhh,vdhh,6,daytime_beach,0.025,4,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.00125,0,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.00125,1,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.00125,2,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.00125,3,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.00125,4,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.0025,0,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.0025,1,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.0025,2,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.0025,3,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.0025,4,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.005,0,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.005,1,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.005,2,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.005,3,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.005,4,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.01,0,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.01,1,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.01,2,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.01,3,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.01,4,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.025,0,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.025,1,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.025,2,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.025,3,0,1,1,False
vdhh,vdhh,6,sunset_beach,0.025,4,0,1,1,False
vdhh,vdhh,6,cat,0.00125,0,0,1,1,False
vdhh,vdhh,6,cat,0.00125,1,0,1,1,False
vdhh,vdhh,6,cat,0.00125,2,0,1,1,False
vdhh,vdhh,6,cat,0.00125,3,0,1,1,False
vdhh,vdhh,6,cat,0.00125,4,0,1,1,False
vdhh,vdhh,6,cat,0.0025,0,0,1,1,False
vdhh,vdhh,6,cat,0.0025,1,0,1,1,False
vdhh,vdhh,6,cat,0.0025,2,0,1,1,False
vdhh,vdhh,6,cat,0.0025,3,0,1,1,False
vdhh,vdhh,6,cat,0.0025,4,0,1,1,False
vdhh,vdhh,6,cat,0.005,0,0,1,1,False
vdhh,vdhh,6,cat,0.005,1,0,1,1,False
vdhh,vdhh,6,cat,0.005,2,0,1,1,False
vdhh,vdhh,6,cat,0.005,3,0,1,1,False
vdhh,vdhh,6,cat,0.005,4,0,1,1,False
vdhh,vdhh,6,cat,0.01,0,0,1,1,False
vdhh,vdhh,6,cat,0.01,1,0,1,1,False
vdhh,vdhh,6,cat,0.01,2,0,1,1,False
vdhh,vdhh,6,cat,0.01,3,0,1,1,False
vdhh,vdhh,6,cat,0.01,4,0,1,1,False
vdhh,vdhh,6,cat,0.025,0,0,1,1,False
vdhh,vdhh,6,cat,0.025,1,0,1,1,False
vdhh,vdhh,6,cat,0.025,2,0,1,1,False
vdhh,vdhh,6,cat,0.025,3,0,1,1,False
vdhh,vdhh,6,cat,0.025,4,0,1,1,False
