role,artifact,n,zeta,raw_sum,raw_min,raw_max,regularized_sum,regularized_min,regularized_max,required_floor,floor_satisfied
k0,Ktilde_SD15__fft__k0_512x512_S10000_ns20,262144,0.5,1.0,6.187421614769202e-08,0.04179533833814248,0.9999999999999999,1.938285740886346e-06,0.020899576517704053,1.9073486328125e-06,True
k1_daytime_beach,Ktilde_SD15__fft__k1daytimebeach_512x512_S10000_ns20,262144,0.5,0.9999999999999998,3.6900621795654743e-08,0.05331726925753704,1.0,1.9257989437103273e-06,0.026660541977401333,1.9073486328125e-06,True
k2_sunset_beach,Ktilde_SD15__fft__k2sunsetbeach_512x512_S10000_ns20,262144,0.5,1.0,1.6800632916626036e-08,0.05909608372084902,1.0,1.915748949270813e-06,0.029549949209057323,1.9073486328125e-06,True
k4_cat,Ktilde_SD15__fft__k4cat_512x512_S10000_ns20,262144,0.5,1.0,2.374966744652006e-08,0.04057766532099463,1.0,1.91922346653576e-06,0.02029074000913013,1.9073486328125e-06,True
